probe	gene	location	loc_category
cg24014661	TCTE1	TSS1500	Promoter
cg24016044	CPEB4	1stExon;5'UTR	Promoter
cg24019851	SEMA3B	3'UTR	Body
cg24022301	PTGFR	TSS200	Promoter
cg24022829	EIF2AK2	TSS200	Promoter
cg24023606	C14orf143;TDP1	TSS1500;TSS200	Promoter
cg24024214	BTNL8	1stExon;5'UTR	Promoter
cg24028122	KIAA0776	Body	Body
cg24030425	PEX1;C7orf64	Body;TSS1500	Promoter
cg24030449	FGF20	1stExon;5'UTR	Promoter
cg24030609	CELA2B	1stExon;5'UTR	Promoter
cg24030627	FCGBP	Body	Body
cg24030630	TCIRG1	5'UTR	Promoter
cg24031606	CDC25A	1stExon	Promoter
cg24034289	SCAMP3	TSS200	Promoter
cg24034992	YIPF6	Body	Body
cg24035370	PRKCZ	Body	Body
cg24035962	NCOA4	Body;5'UTR;TSS200	Promoter
cg24038764	CXorf42	TSS200	Promoter
cg24041453	CCDC11	1stExon	Promoter
cg24041995	LIG3	TSS200	Promoter
cg24042452	CCT3;C1orf182	Body;TSS1500	Promoter
cg24043192	C5orf34	TSS1500	Promoter
cg24043307	ATF1	1stExon;5'UTR	Promoter
cg24046110	LYNX1	TSS1500;5'UTR	Promoter
cg24046474	LRSAM1;RPL12	Body;TSS1500	Promoter
cg24053375	RBP3	TSS1500	Promoter
cg24053587	PTPRO	Body	Body
cg24053619	SANBR	TSS200;5'UTR	Promoter
cg24054653	C1GALT1C1	1stExon;5'UTR	Promoter
cg24056562	RNASEH2A	1stExon;5'UTR	Promoter
cg24056567	PSD3	TSS1500	Promoter
cg24058120	MFI2	1stExon;5'UTR	Promoter
cg24058132	GALC	1stExon;5'UTR	Promoter
cg24059075	PRPH	TSS1500	Promoter
cg24060938	CPA2	Body	Body
cg24063470	FOXC2	TSS1500	Promoter
cg24068372	WDR86	TSS200	Promoter
cg24068708	GDPD5	1stExon;5'UTR	Promoter
cg24070847	HIST2H2AC;HIST2H2BE	TSS1500;TSS200	Promoter
cg24073161	GGNBP2	TSS1500	Promoter
cg24075743	PRM1	TSS200	Promoter
cg24076392	KLRAQ1	TSS200	Promoter
cg24076399	CST3	1stExon	Promoter
cg24076884	PCDHA2;PCDHA3;PCDHA1;PCDHA6;PCDHA7;PCDHA4;PCDHA5;PCDHA8;PCDHA9;PCDHAC2;PCDHAC1;PCDHA10;PCDHA11;PCDHA12;PCDHA13	Body;1stExon	Promoter
cg24077317	UBA3	Body	Body
cg24078828	WWTR1	1stExon;5'UTR	Promoter
cg24079455	C10orf137	1stExon;5'UTR	Promoter
cg24080529	TIMP3;SYN3	Body;1stExon;5'UTR	Promoter
cg24081819	EPHX2	Body	Body
cg24082826	ITPR2	1stExon;5'UTR	Promoter
cg24084891	DCC	Body	Body
cg24085207	FLJ32065	TSS1500	Promoter
cg24085258	CHAF1A	TSS1500	Promoter
cg24087944	GABRD	TSS1500	Promoter
cg24088229	SMU1	Body	Body
cg24088438	FERMT3	1stExon;5'UTR	Promoter
cg24088639	PDHX;APIP	Body;TSS200	Promoter
cg24088751	GTF2A2	5'UTR	Promoter
cg24091698	ERCC4	TSS1500	Promoter
cg24092253	YTHDF1	TSS1500	Promoter
cg24098302	CTDSPL2	1stExon;5'UTR	Promoter
cg24098951	LRP12	Body	Body
cg24100167	PNLDC1	5'UTR	Promoter
cg24101359	GNMT	TSS200	Promoter
cg24102360	ZNF333	5'UTR	Promoter
cg24103438	NLGN4X	TSS1500;5'UTR;1stExon	Promoter
cg24104611	C22orf9	TSS1500	Promoter
cg24105933	HTRA3	TSS1500	Promoter
cg24107581	POLR3B	TSS1500;TSS200	Promoter
cg24107665	ZNF696	TSS1500	Promoter
cg24109894	PSMB2	TSS1500	Promoter
cg24110050	TCTEX1D1	TSS1500	Promoter
cg24110063	COX6A2	TSS200	Promoter
cg24110916	SPG21	TSS1500	Promoter
cg24113449	ADRBK2	Body	Body
cg24115040	DLX5	Body	Body
cg24115571	FZD6	TSS1500;5'UTR;1stExon	Promoter
cg24115593	CCDC99	1stExon;5'UTR	Promoter
cg24115627	SETD1A;HSD3B7	Body;TSS1500	Promoter
cg24116028	LYPD4;DMRTC2	TSS1500;1stExon;5'UTR	Promoter
cg24116886	DEFB127	TSS1500	Promoter
cg24117442	SOCS2	TSS200	Promoter
cg24120841	THRB	TSS1500	Promoter
cg24121001	PTRH1;TTC16	TSS1500;5'UTR;1stExon	Promoter
cg24121436	RTN1	TSS200	Promoter
cg24122922	TMEM90B	TSS1500	Promoter
cg24123124	MRPS17	5'UTR	Promoter
cg24124398	ACLY	5'UTR	Promoter
cg24124789	IARS2	Body	Body
cg24124977	TBC1D16;CCDC40	TSS1500;TSS200	Promoter
cg24125648	SERINC4;C15orf63	TSS1500;TSS200	Promoter
cg24126851	DCHS1	TSS1500	Promoter
cg24127874	HES6	TSS1500	Promoter
cg24127989	IMPDH1	Body	Body
cg24130043	ZNF197	TSS200	Promoter
cg24132694	SNAPC2	TSS1500	Promoter
cg24133115	PDE10A	1stExon;5'UTR	Promoter
cg24134767	HTR3A	TSS200	Promoter
cg24136586	ATG10	5'UTR	Promoter
cg24137081	IQCC	Body;1stExon	Promoter
cg24139421	SLC22A18AS;SLC22A18	1stExon;5'UTR	Promoter
cg24139739	EFNB1	TSS200	Promoter
cg24141135	MARS	1stExon	Promoter
cg24142014	PCGF1	1stExon	Promoter
cg24142106	PIP5K1B	TSS1500	Promoter
cg24145210	NPM1	TSS1500	Promoter
cg24146166	ZNF25	5'UTR	Promoter
cg24147596	ARL14	1stExon	Promoter
cg24148044	KIAA0513	5'UTR	Promoter
cg24150528	ZNF131	Body	Body
cg24154474	NIPA1	TSS1500;TSS200	Promoter
cg24155668	MAPK13	1stExon	Promoter
cg24158546	SCAND1	TSS1500	Promoter
cg24160158	NUP160	Body	Body
cg24164563	FOXJ1	Body	Body
cg24165760	TRAF3	TSS1500	Promoter
cg24166097	NPM3	TSS200	Promoter
cg24166628	NISCH;TNNC1	TSS1500;TSS200	Promoter
cg24167037	ITGB2	1stExon;5'UTR	Promoter
cg24167841	GPR182	Body	Body
cg24167928	ALG11;UTP14C	Body;1stExon;5'UTR	Promoter
cg24169822	HOXA4	TSS1500	Promoter
cg24169915	LINC02914	1stExon;5'UTR	Promoter
cg24170090	MPRIP	TSS1500	Promoter
cg24170535	PXT1;KCTD20	1stExon;5'UTR	Promoter
cg24171152	ATP2B1	TSS1500	Promoter
cg24173049	SLC16A13	1stExon	Promoter
cg24176037	TBPL1	TSS1500	Promoter
cg24176563	EYA4	1stExon;5'UTR	Promoter
cg24178740	FEV	TSS200	Promoter
cg24181591	EIF5A	Body;TSS1500;TSS200;5'UTR	Promoter
cg24182328	VMO1	TSS1500	Promoter
cg24183173	BCOR	5'UTR	Promoter
cg24183484	GGN	5'UTR	Promoter
cg24183958	GRB10	5'UTR	Promoter
cg24189717	SNX17;EIF2B4	TSS1500;TSS200	Promoter
cg24192663	HSPA6	TSS1500	Promoter
cg24194132	B4GALNT4	TSS1500	Promoter
cg24194539	AIM1	1stExon;5'UTR	Promoter
cg24196046	EIF2C3	TSS1500	Promoter
cg24197445	ZBBX	Body	Body
cg24198840	NEU2	1stExon	Promoter
cg24200059	HEXDC;C17orf101	Body;TSS1500	Promoter
cg24202119	CAPSL	1stExon;5'UTR	Promoter
cg24204740	RWDD2A;PGM3	TSS1500;5'UTR	Promoter
cg24205633	ACN9	1stExon;5'UTR	Promoter
cg24206256	MAT2B	TSS200	Promoter
cg24206694	JMJD5	TSS1500;TSS200	Promoter
cg24207176	ABCG2	1stExon;5'UTR	Promoter
cg24208172	CDS1	Body	Body
cg24208206	FYCO1	5'UTR	Promoter
cg24210717	GPD1	1stExon;5'UTR	Promoter
cg24211388	AIF1	TSS1500;TSS200	Promoter
cg24211742	NOC4L;DDX51	Body;TSS1500	Promoter
cg24214470	SERPINF1	TSS200	Promoter
cg24215727	ABCD3	TSS1500	Promoter
cg24216294	ZNF623	Body;1stExon	Promoter
cg24216701	CDX1	TSS1500	Promoter
cg24216915	WDR18	Body	Body
cg24217726	ASB14	Body;1stExon	Promoter
cg24219058	PCDH7	TSS1500	Promoter
cg24219638	STX3	Body	Body
cg24219962	WBP4	Body	Body
cg24220122	ZNF322A	5'UTR	Promoter
cg24222435	N6AMT2	5'UTR	Promoter
cg24229819	DUSP3	1stExon	Promoter
cg24229963	ZFAND1	TSS200	Promoter
cg24231716	OTP	1stExon;5'UTR	Promoter
cg24234277	C1orf124;EXOC8	TSS1500;1stExon	Promoter
cg24235037	PLA2R1	TSS1500	Promoter
cg24235633	LOC440356;CDIPT	Body;TSS1500	Promoter
cg24236559	TEX261	TSS1500	Promoter
cg24237439	RANBP3L	TSS200	Promoter
cg24237576	DNASE1L2	TSS1500	Promoter
cg24238205	FAM111A	5'UTR;TSS200	Promoter
cg24239808	HACL1;BTD	Body;TSS1500	Promoter
cg24240626	REG3A	1stExon;5'UTR	Promoter
cg24241455	KLHL20	TSS200	Promoter
cg24242194	STYXL1;MDH2	1stExon;5'UTR;TSS200	Promoter
cg24243406	ZNF764	1stExon	Promoter
cg24247865	CHORDC1	1stExon;5'UTR	Promoter
cg24248317	C2orf18	TSS1500	Promoter
cg24249486	ARHGAP6	TSS1500	Promoter
cg24249775	KRT10-AS1;KRT10	1stExon;5'UTR	Promoter
cg24250393	PRKCB	TSS1500	Promoter
cg24251035	ZC3HAV1L	TSS1500	Promoter
cg24252723	CNNM2	1stExon;5'UTR	Promoter
cg24254206	SNRPD2;QPCTL	Body;TSS1500	Promoter
cg24256211	SAMD4A	Body	Body
cg24264578	OR2C1	1stExon;5'UTR	Promoter
cg24265806	FAM126A	1stExon;5'UTR	Promoter
cg24266238	PFN2	TSS1500	Promoter
cg24266542	POLR3B	Body;5'UTR	Promoter
cg24269276	SFRS1	1stExon	Promoter
cg24269657	F7	TSS1500	Promoter
cg24269846	PRIM1	1stExon;5'UTR	Promoter
cg24270244	RBM7;C11orf71	TSS1500;5'UTR;1stExon	Promoter
cg24273512	POPDC3	TSS1500	Promoter
cg24274272	DNAI2	Body	Body
cg24274600	RHOBTB3	TSS200	Promoter
cg24275354	NDUFA10	Body	Body
cg24276445	CNR1	Body;1stExon	Promoter
cg24276491	EAPP	TSS1500	Promoter
cg24278423	FOXA3;SYMPK	TSS1500	Promoter
cg24283842	RPLP1	Body	Body
cg24284910	SNX14	Body	Body
cg24286301	GUCY2F	TSS1500	Promoter
cg24286767	RNF181	TSS1500	Promoter
cg24287460	CCDC48	Body	Body
cg24289167	POLR3A	1stExon;5'UTR	Promoter
cg24291845	WBP2	TSS1500	Promoter
cg24292612	DEFB1	1stExon;5'UTR	Promoter
cg24293567	C9orf9;C9orf98	1stExon;TSS200;5'UTR	Promoter
cg24297976	WDR35	Body	Body
cg24300924	SLMO1	TSS200	Promoter
cg24302095	GRB10	1stExon;5'UTR	Promoter
cg24304712	C1orf101	1stExon	Promoter
cg24304714	LCE1C	TSS1500	Promoter
cg24305835	SDHB	1stExon;5'UTR	Promoter
cg24306924	GPT2	TSS1500;5'UTR	Promoter
cg24307225	CSNK2A2	1stExon	Promoter
cg24309555	APOB	TSS200	Promoter
cg24313770	RRP15	TSS1500	Promoter
cg24315815	PLSCR4	TSS1500	Promoter
cg24317255	RGS17	5'UTR	Promoter
cg24318412	ASH2L	TSS1500;TSS200	Promoter
cg24319545	H2AFV	Body	Body
cg24320643	ADAM17	Body	Body
cg24321030	SLC46A3	1stExon;5'UTR	Promoter
cg24322623	MYOD1	TSS1500	Promoter
cg24323031	PAQR8	5'UTR	Promoter
cg24323434	SERF2	Body	Body
cg24323726	CD96;ZBED2	Body;TSS200	Promoter
cg24324379	IDH1	1stExon;5'UTR	Promoter
cg24325790	CCL23	TSS1500	Promoter
cg24326142	CSF1	TSS200	Promoter
cg24329717	P2RX3	1stExon	Promoter
cg24329794	GRSF1	Body;5'UTR	Promoter
cg24330042	GSTT1	1stExon	Promoter
cg24330485	NDUFS1;EEF1B2	TSS1500;5'UTR	Promoter
cg24331079	STAT4	TSS1500	Promoter
cg24331162	SYT8	TSS200	Promoter
cg24332422	APC	5'UTR	Promoter
cg24332433	SLC39A11	TSS200	Promoter
cg24333473	NAT15;ZNF597	TSS1500;1stExon;5'UTR	Promoter
cg24334790	ARL5A	TSS200	Promoter
cg24334879	NKTR	1stExon;5'UTR	Promoter
cg24335149	PLA2G5	5'UTR	Promoter
cg24336531	ARL6IP5	1stExon	Promoter
cg24337809	BTG2	Body	Body
cg24338843	CFAP107	Body	Body
cg24340657	KRT24	1stExon	Promoter
cg24340926	RAB33A	TSS1500	Promoter
cg24341129	BNC2	Body	Body
cg24341177	DIABLO	Body	Body
cg24341220	ELMOD3;RETSAT	1stExon;TSS200;5'UTR	Promoter
cg24341236	MTCP1NB;BRCC3;MTCP1	TSS1500;1stExon	Promoter
cg24341536	SQSTM1	5'UTR;TSS200	Promoter
cg24341800	ACAT1	TSS200	Promoter
cg24341944	RSRC1	TSS200	Promoter
cg24342628	KDM1B;TPMT	TSS1500;5'UTR	Promoter
cg24343515	PI4K2A	1stExon;5'UTR	Promoter
cg24345138	KLHL25	5'UTR	Promoter
cg24345247	HIST1H4A	1stExon	Promoter
cg24345793	CDCA3;USP5	TSS1500	Promoter
cg24346637	UBL4B	1stExon	Promoter
cg24349555	HECA	1stExon;5'UTR	Promoter
cg24352530	ABCG2	TSS1500	Promoter
cg24352688	OFD1;TRAPPC2	TSS1500;5'UTR	Promoter
cg24352736	C19orf52;YIPF2	Body;TSS1500	Promoter
cg24353217	MYL2	Body	Body
cg24353466	RNF13	1stExon;5'UTR	Promoter
cg24353833	NRM	Body	Body
cg24355006	CSNK1G2	5'UTR	Promoter
cg24355048	CTSG	Body	Body
cg24355174	C11orf60	1stExon;5'UTR	Promoter
cg24356797	UBA52	TSS1500	Promoter
cg24357161	RCVRN	TSS1500	Promoter
cg24358465	HIST1H2AG;HIST1H2BJ	TSS1500;1stExon	Promoter
cg24358529	PPIE	Body;5'UTR	Promoter
cg24362401	PIK3C3	1stExon;5'UTR	Promoter
cg24363955	C5orf23	TSS1500	Promoter
cg24365867	MRVI1	TSS1500;TSS200	Promoter
cg24371157	PDCD4;LOC282997	TSS1500	Promoter
cg24371225	MGC42105	1stExon;5'UTR	Promoter
cg24371383	CEP55	TSS1500	Promoter
cg24373308	BAG2	TSS200	Promoter
cg24373760	LGR5	Body	Body
cg24376537	DLG3	1stExon	Promoter
cg24378421	MTMR9	TSS1500	Promoter
cg24382521	C7	TSS1500	Promoter
cg24384676	LOC100129794;SLC25A21	Body;TSS200	Promoter
cg24385322	HDAC3;RELL2	TSS1500;1stExon;5'UTR	Promoter
cg24386906	DSE	5'UTR	Promoter
cg24387818	POF1B	TSS200	Promoter
cg24389347	C3orf22	1stExon;5'UTR	Promoter
cg24389359	CCDC63	TSS1500	Promoter
cg24391122	SNAPC2	Body	Body
cg24392479	ASPSCR1	TSS1500	Promoter
cg24392574	CALML5	1stExon;5'UTR	Promoter
cg24394865	MRPL11	TSS200	Promoter
cg24396745	HCN4	1stExon;5'UTR	Promoter
cg24399106	MGC45800	Body	Body
cg24400943	C11orf64	TSS200	Promoter
cg24401912	STYK1	5'UTR	Promoter
cg24402880	PLAC8	1stExon;5'UTR	Promoter
cg24403722	EGR3	1stExon;5'UTR	Promoter
cg24404909	INF2	Body	Body
cg24405636	ZNF526	TSS1500	Promoter
cg24407065	BLZF1;NME7	Body;TSS1500;5'UTR	Promoter
cg24407308	DGKZ	1stExon	Promoter
cg24408199	EIF2B5	TSS200	Promoter
cg24408511	C12orf51	Body	Body
cg24408817	CCNL1	TSS200	Promoter
cg24409107	GALE	TSS1500;5'UTR;1stExon	Promoter
cg24414383	KRTAP1-1	TSS1500	Promoter
cg24415468	ZNF711	1stExon;5'UTR	Promoter
cg24417499	HPCA	TSS1500	Promoter
cg24420778	PRDX6	TSS1500	Promoter
cg24421410	HLA-DMA	Body	Body
cg24422489	FCGR2A	TSS1500	Promoter
cg24424381	WDR93;PEX11A	1stExon;TSS200	Promoter
cg24427660	PNPLA2	TSS200	Promoter
cg24428042	ECHDC3	1stExon;5'UTR	Promoter
cg24428760	RALY	5'UTR	Promoter
cg24429836	LDHD	TSS200	Promoter
cg24432073	CDKL2	1stExon;5'UTR	Promoter
cg24432916	SOX3	TSS1500	Promoter
cg24433189	SSTR5;SSTR5-AS1	Body;TSS200	Promoter
cg24434118	TP53INP1	1stExon;5'UTR	Promoter
cg24435704	PARP12	TSS1500	Promoter
cg24438655	KPNB1	1stExon;5'UTR	Promoter
cg24441911	RBP5	Body	Body
cg24442290	C20orf111	5'UTR	Promoter
cg24443136	ATP2B3	1stExon;5'UTR	Promoter
cg24443250	TNFSF8	TSS1500	Promoter
cg24444408	KLHDC4	Body	Body
cg24446548	TWIST1	1stExon;5'UTR	Promoter
cg24447042	SMARCA1	TSS1500	Promoter
cg24447890	LMAN1L	TSS200	Promoter
cg24448231	SNORD12C;SNORD12B;C20orf199;MIR1259;ZNFX1	Body;TSS1500	Promoter
cg24448259	CPVL	1stExon;5'UTR	Promoter
cg24450157	DHX16	Body;1stExon	Promoter
cg24450312	RASSF5	1stExon	Promoter
cg24450631	IGF2BP2	1stExon	Promoter
cg24453353	HIST1H4C	1stExon	Promoter
cg24453664	CD59	TSS1500	Promoter
cg24454143	FLT3	TSS1500	Promoter
cg24454435	NAA50	Body	Body
cg24456340	ABI3;GNGT2	TSS1500;5'UTR	Promoter
cg24457403	KRT16	TSS1500	Promoter
cg24457521	ATP5E	1stExon;TSS200;5'UTR	Promoter
cg24459023	MED26	TSS1500	Promoter
cg24459209	PRG3	5'UTR	Promoter
cg24459563	CACNG1	TSS200	Promoter
cg24461814	KRT84	1stExon	Promoter
cg24467291	CLIP1	TSS1500	Promoter
cg24469114	SNHG3-RCC1;SNHG3	Body;5'UTR	Promoter
cg24469803	POLR3A	TSS200	Promoter
cg24469977	PLXNA4	1stExon;5'UTR	Promoter
cg24471268	SPSB2	TSS1500	Promoter
cg24471867	ZBTB32;MLL4	TSS1500;3'UTR	Promoter
cg24471894	KIAA0020	5'UTR	Promoter
cg24473385	ZNHIT3	TSS200	Promoter
cg24473633	DENND3	TSS1500	Promoter
cg24474182	P2RY13;MED12L	Body;1stExon	Promoter
cg24474998	GDE1	TSS200	Promoter
cg24475171	C9orf78;USP20	TSS1500;5'UTR	Promoter
cg24476569	ABCC4	TSS1500	Promoter
cg24477567	EPOR	TSS1500	Promoter
cg24478145	SCFD1	TSS1500	Promoter
cg24478387	SUMF2	TSS200	Promoter
cg24478630	MOGS	TSS200	Promoter
cg24480194	GGA1	TSS200	Promoter
cg24481633	ZNF277;DOCK4	Body;TSS1500	Promoter
cg24482053	MLH3	5'UTR	Promoter
cg24482234	LASS1;GDF1	Body;5'UTR	Promoter
cg24484103	ZNF473;VRK3	TSS1500;TSS200	Promoter
cg24484296	ZNF320	TSS1500	Promoter
cg24485466	KIF14	TSS200	Promoter
cg24488435	SMUG1	TSS1500	Promoter
cg24489015	LPO	Body;5'UTR	Promoter
cg24489237	PBX1	1stExon	Promoter
cg24490338	TPM3	Body	Body
cg24490859	MAGEF1	1stExon;5'UTR	Promoter
cg24493940	MMP17	Body	Body
cg24494008	SMC4;IFT80	TSS1500;5'UTR	Promoter
cg24494556	ZNF33B	TSS200	Promoter
cg24495017	PITX1	TSS1500	Promoter
cg24496423	SRPK3	1stExon;5'UTR	Promoter
cg24496666	GIPC2	1stExon	Promoter
cg24497270	SLC25A39	5'UTR	Promoter
cg24497819	SELPLG	TSS200	Promoter
cg24497877	PUSL1;ACAP3	TSS1500;1stExon	Promoter
cg24499411	TNS3	TSS1500	Promoter
cg24499839	DISC1;TSNAX-DISC1	Body;TSS1500	Promoter
cg24500683	PTP4A1	TSS200	Promoter
cg24502084	UBQLN4;ROBLD3	TSS1500;1stExon;5'UTR	Promoter
cg24504986	ZNF346	1stExon	Promoter
cg24505122	WNT5B	1stExon;5'UTR	Promoter
cg24505341	CADPS	TSS1500	Promoter
cg24505527	NKIRAS2;DNAJC7	Body;TSS1500;5'UTR	Promoter
cg24506604	KRT80	Body	Body
cg24507762	KCNB1	TSS1500	Promoter
cg24509668	SSPN	1stExon;5'UTR	Promoter
cg24511534	RP2	1stExon;5'UTR	Promoter
cg24511869	RELB	Body	Body
cg24512303	HNF4G	TSS200	Promoter
cg24512400	KLK10	5'UTR	Promoter
cg24512973	MUC1	Body	Body
cg24513045	OPRL1;RGS19	TSS1500;TSS200;5'UTR;1stExon	Promoter
cg24514921	VPS54	TSS200	Promoter
cg24515202	HNRNPUL2;TTC9C	TSS1500;5'UTR;1stExon	Promoter
cg24516061	OPRL1;RGS19	TSS1500;1stExon;5'UTR	Promoter
cg24516901	FAM124B	TSS200	Promoter
cg24517609	SSR3	1stExon	Promoter
cg24520800	RIOK1;CAGE1	TSS1500;1stExon;5'UTR	Promoter
cg24522076	FOXO4	1stExon;5'UTR	Promoter
cg24523758	UBE2E3	TSS1500;TSS200	Promoter
cg24524435	UCKL1AS;ZNF512B;UCKL1	Body;TSS1500;3'UTR	Promoter
cg24525573	C1orf64	1stExon;5'UTR	Promoter
cg24526899	BMP4	TSS1500	Promoter
cg24527001	CPSF2;NDUFB1	TSS200	Promoter
cg24528447	NR2F1	TSS1500	Promoter
cg24528523	SLC22A18AS;SLC22A18	5'UTR	Promoter
cg24529858	F11	TSS200	Promoter
cg24530795	FAM109A	TSS1500	Promoter
cg24532476	CHFR	Body	Body
cg24535573	C1orf126;TMEM51	TSS1500;TSS200	Promoter
cg24541550	MRVI1	TSS1500;5'UTR;1stExon	Promoter
cg24543400	TRIB2	Body;1stExon;5'UTR	Promoter
cg24545967	SH2D3C	1stExon;5'UTR	Promoter
cg24546463	SNX31	TSS200	Promoter
cg24546942	SERPINB4	Body	Body
cg24547948	ADPRHL2	Body	Body
cg24549085	RTEL1	1stExon;5'UTR	Promoter
cg24552431	ATAD1;CFLP1	1stExon;TSS200;5'UTR	Promoter
cg24555600	C14orf167;DHRS4	Body;TSS200	Promoter
cg24555656	TAF6;CNPY4	TSS1500;5'UTR;1stExon	Promoter
cg24556026	GNE	Body;TSS1500	Promoter
cg24558204	HBS1L	TSS200	Promoter
cg24560809	PROM2	TSS1500	Promoter
cg24562819	THBD	1stExon	Promoter
cg24568646	CCT8	TSS1500	Promoter
cg24573310	CISD1	Body	Body
cg24573501	F2RL1	TSS1500	Promoter
cg24574111	LPAR3	Body	Body
cg24576270	CUGBP1	1stExon;5'UTR	Promoter
cg24576425	GALNT5	1stExon;5'UTR	Promoter
cg24576735	MARVELD1	Body;1stExon	Promoter
cg24577137	C1orf27;TPR;MIR548F1	Body;TSS1500;TSS200	Promoter
cg24579896	C14orf33;KTN1	TSS1500;5'UTR	Promoter
cg24580056	MGMT	Body	Body
cg24580185	WDSUB1	TSS1500	Promoter
cg24580526	CDK2AP1	TSS200	Promoter
cg24580782	NR0B2	1stExon	Promoter
cg24582500	GLRX3	1stExon	Promoter
cg24587268	OSBPL2	TSS1500	Promoter
cg24588599	C12orf24;GPN3	TSS1500;5'UTR;1stExon	Promoter
cg24592207	TOMM40L	TSS200	Promoter
cg24592364	ANKH	1stExon;5'UTR	Promoter
cg24593475	SNAI2	1stExon;5'UTR	Promoter
cg24594997	RBP1	Body	Body
cg24595957	RPPH1;PARP2	TSS200	Promoter
cg24596472	TOP1MT	TSS1500	Promoter
cg24596576	CIDECP;FANCD2	Body;TSS1500	Promoter
cg24602243	TRIO	Body	Body
cg24603941	MIA2	1stExon;5'UTR	Promoter
cg24605304	KCNA5	TSS1500	Promoter
cg24606773	RAB21	TSS200	Promoter
cg24607535	CDH26	1stExon;5'UTR	Promoter
cg24608308	RAPGEF3	TSS1500;1stExon;5'UTR	Promoter
cg24611631	SLC1A1	TSS200	Promoter
cg24612198	CD3E	5'UTR	Promoter
cg24612772	EXT2	TSS200	Promoter
cg24615044	C17orf65;TMUB2	TSS1500;1stExon;5'UTR	Promoter
cg24615251	CCL13	1stExon;5'UTR	Promoter
cg24616461	PRR11;SKA2	TSS1500;1stExon;5'UTR	Promoter
cg24616736	HDAC6	TSS1500	Promoter
cg24618244	INPP5F	Body;1stExon;5'UTR	Promoter
cg24618716	PTMA	TSS200	Promoter
cg24619694	TAGLN	1stExon;5'UTR	Promoter
cg24620905	MTMR11	TSS1500;1stExon;5'UTR	Promoter
cg24621042	SERPINA1	TSS1500	Promoter
cg24621354	TES	TSS200	Promoter
cg24623271	ZIC2	1stExon	Promoter
cg24625128	JAM3	Body	Body
cg24625388	NEBL	TSS1500	Promoter
cg24626923	PROKR1	1stExon	Promoter
cg24628744	H2AFY	TSS1500;TSS200	Promoter
cg24631950	UBE2D1	TSS200	Promoter
cg24633242	AKTIP	TSS200	Promoter
cg24633648	TC2N	5'UTR	Promoter
cg24635866	CCT2	TSS200	Promoter
cg24636657	SERPINA7	1stExon	Promoter
cg24638647	TMEM101	1stExon	Promoter
cg24641737	DENND2D	1stExon;5'UTR	Promoter
cg24642468	C16orf78	1stExon	Promoter
cg24642516	FICD	TSS1500	Promoter
cg24642523	HSPA2	1stExon	Promoter
cg24642820	NUP210	TSS1500	Promoter
cg24643262	BMX	TSS200	Promoter
cg24645221	PENK	TSS1500;5'UTR	Promoter
cg24646513	MTERFD3	5'UTR	Promoter
cg24648061	GPR22;COG5	Body	Body
cg24648715	TCEAL3	5'UTR	Promoter
cg24649346	CBX6	TSS1500	Promoter
cg24649641	ERBB2;PGAP3	TSS1500;1stExon	Promoter
cg24650353	HIP1	TSS200	Promoter
cg24650394	PLEKHH2	TSS1500	Promoter
cg24650501	LMX1A	1stExon;5'UTR	Promoter
cg24651706	CHCHD5	TSS200	Promoter
cg24652271	JAG1	TSS200	Promoter
cg24652919	THOC6;HCFC1R1	Body;TSS1500	Promoter
cg24653181	RHCG	Body	Body
cg24653967	PRR4;PRH1	Body;5'UTR	Promoter
cg24654547	DDX28;DUS2L	1stExon;5'UTR;TSS200	Promoter
cg24655310	CYP4F11	Body;1stExon	Promoter
cg24659201	GPR39	TSS1500	Promoter
cg24660086	RGR	Body	Body
cg24662718	VAV3	1stExon	Promoter
cg24662961	IRX3	TSS1500	Promoter
cg24664861	SPAG16	1stExon;5'UTR	Promoter
cg24664957	VPS37B	TSS1500	Promoter
cg24668150	ANKRD26	1stExon	Promoter
cg24670715	ANGPT2;MCPH1	Body;1stExon;5'UTR	Promoter
cg24673765	HSPB6;C19orf55	TSS1500;1stExon	Promoter
cg24674703	CD5	1stExon;5'UTR	Promoter
cg24675098	SPEF2	TSS200	Promoter
cg24677780	SEC1;CA11	Body;1stExon;5'UTR	Promoter
cg24678320	ZNF792	Body	Body
cg24678429	PTPRE	5'UTR	Promoter
cg24679082	ETV4	TSS1500;TSS200	Promoter
cg24680602	ZNF232	1stExon;5'UTR	Promoter
cg24680924	EPHB6	1stExon;5'UTR	Promoter
cg24682149	LSM12	Body	Body
cg24683061	PAIP2	TSS1500;5'UTR	Promoter
cg24685926	MDP1	TSS200	Promoter
cg24686224	FARSB	Body	Body
cg24686358	COL9A2	Body	Body
cg24686542	SSX2IP	5'UTR	Promoter
cg24687051	KCNQ5	1stExon	Promoter
cg24687335	SLC37A4	TSS1500;5'UTR	Promoter
cg24687764	C16orf46	TSS1500	Promoter
cg24691255	SERPINB2	TSS1500	Promoter
cg24691453	S100A4	TSS200	Promoter
cg24691461	C20orf160	Body	Body
cg24692716	C6orf192	Body	Body
cg24693053	MFSD7	1stExon	Promoter
cg24693368	KCNJ3	TSS1500	Promoter
cg24693620	RAB5B	TSS200	Promoter
cg24693909	MTTP;RG9MTD2	TSS1500;5'UTR;1stExon	Promoter
cg24694549	GRIP1	1stExon;5'UTR	Promoter
